1	10	3	1	508320
1	9	3	4	516960
1	8	3	4	531360
1	7	3	1	532800
1	6	11	4	535680
1	5	3	3	538560
1	4	3	5	591840
1	3	3	2	673920
1	2	2	2	681120
1	1	3	2	701280
2	41	4	4	293760
2	40	10	2	316800
2	39	14	3	325440
2	38	3	1	331200
2	36	10	3	334080
2	37	10	5	334080
2	32	13	5	335520
2	33	3	1	335520
2	34	10	4	335520
2	35	10	5	335520
2	31	10	5	344160
2	30	2	4	351360
2	27	3	5	387360
2	28	3	4	387360
2	29	3	2	387360
2	25	3	5	417600
2	26	3	3	417600
2	22	10	3	442080
2	23	3	1	442080
2	24	11	5	442080
2	21	10	5	622080
2	20	4	1	656640
2	19	3	5	668160
2	17	11	5	684000
2	18	12	5	684000
2	1	3	4	707040
2	15	5	5	707040
2	16	5	4	707040
2	14	3	5	709920
2	13	3	3	741600
2	12	3	4	838080
2	11	3	3	1117440
3	48	2	5	532800
3	49	11	2	532800
3	50	10	5	532800
3	51	1	4	532800
3	52	11	4	532800
3	53	10	5	532800
3	54	11	3	532800
3	55	11	5	532800
3	56	11	5	532800
3	57	15	4	532800
3	46	15	4	534240
3	47	15	4	534240
3	42	9	5	656640
3	43	13	4	656640
3	44	9	5	656640
3	45	15	5	656640
4	65	5	5	410400
4	69	10	3	410400
4	70	10	4	410400
4	71	17	3	410400
4	67	5	5	411840
4	68	7	3	411840
4	66	5	4	413280
4	65	5	4	429120
4	63	4	3	485280
4	64	5	4	485280
4	60	5	2	493920
4	61	5	5	493920
4	62	5	4	493920
4	59	3	4	552960
4	58	5	4	640800
5	80	19	5	541440
5	81	11	5	541440
5	82	19	5	541440
5	83	19	2	541440
5	75	19	4	542880
5	76	4	5	542880
5	77	17	5	542880
5	78	17	5	542880
5	79	19	4	542880
5	73	4	5	544320
5	74	4	4	544320
5	72	4	4	545760
6	114	15	4	264960
6	115	15	5	264960
6	112	15	5	266400
6	113	10	5	266400
6	111	3	5	267840
6	109	17	4	272160
6	110	15	5	272160
6	108	19	4	273600
6	107	15	5	275040
6	106	17	4	276480
6	105	17	5	277920
6	104	3	5	279360
6	103	19	4	288000
6	102	3	2	295200
6	101	15	5	298080
6	100	3	5	342720
6	99	10	5	554400
6	98	4	5	701280
6	97	2	5	734400
6	96	17	5	825120
6	95	15	5	838080
6	94	15	5	900000
6	93	15	5	923040
6	92	3	5	1272960
6	91	17	5	1296000
6	90	5	5	1372320
6	89	15	5	1571040
6	88	15	5	1735200
6	85	15	5	1788480
6	86	15	5	1788480
6	87	15	5	1788480
6	84	15	4	2953440
7	128	2	5	450720
7	129	3	4	450720
7	126	5	5	453600
7	127	1	2	453600
7	122	1	2	457920
7	123	2	5	457920
7	124	9	3	457920
7	125	9	4	457920
7	121	9	5	463680
7	112	15	5	468000
7	119	9	5	469440
7	120	7	4	469440
7	118	11	2	479520
7	116	3	4	505440
7	117	3	5	505440
8	159	11	5	485280
8	160	10	3	485280
8	161	16	5	485280
8	162	8	5	485280
8	163	3	5	485280
8	164	10	5	485280
8	165	11	5	485280
8	166	11	5	485280
8	167	11	1	485280
8	168	11	4	485280
8	169	8	3	485280
8	117	3	2	493920
8	158	8	5	508320
8	152	3	4	534240
8	153	3	4	534240
8	154	3	5	534240
8	155	3	1	534240
8	156	15	4	534240
8	157	15	3	534240
8	151	11	1	537120
8	150	6	5	538560
8	149	11	5	581760
8	148	10	5	610560
8	147	15	5	777600
8	146	3	1	930240
8	145	3	3	1061280
8	144	10	4	1173600
8	143	18	2	1395360
8	142	3	1	1586880
8	141	10	1	1667520
8	140	4	3	1703520
8	139	4	1	1706400
8	138	4	5	1715040
8	136	10	3	2691360
8	137	4	4	2691360
8	135	4	2	2731680
8	134	4	4	2736000
8	133	3	4	2905920
8	132	18	1	5649120
8	131	8	4	5654880
8	130	18	5	5659200
9	182	11	4	518400
9	183	10	4	518400
9	184	16	1	518400
9	185	17	5	518400
9	186	14	4	518400
9	178	19	5	519840
9	179	19	4	519840
9	180	19	5	519840
9	181	14	4	519840
9	176	11	5	521280
9	177	11	4	521280
9	172	10	1	522720
9	173	12	5	522720
9	174	10	4	522720
9	175	10	4	522720
9	171	10	4	527040
9	170	10	5	528480
