1	26	1	5	3788640
1	36	1	4	3794400
1	10	1	4	3797280
1	31	1	4	3797280
1	32	1	5	3797280
1	33	1	4	3797280
1	34	1	5	3797280
1	35	1	5	3797280
1	30	1	4	3798720
1	29	2	5	3808800
1	28	3	5	3810240
1	27	1	4	3814560
1	25	1	5	3823200
1	24	1	5	3890880
1	23	2	5	3892320
1	22	2	5	3915360
1	21	1	4	3924000
1	20	1	5	3928320
1	19	1	4	3945600
1	18	2	4	3952800
1	17	1	5	3987360
1	16	1	5	4060800
1	15	2	4	4062240
1	14	1	5	4089600
1	13	1	5	4167360
1	12	1	5	4229280
1	11	1	5	4230720
1	9	1	5	4351680
1	8	1	4	4363200
1	7	1	5	5081760
1	6	1	4	5139360
1	5	1	5	5142240
1	4	1	5	5153760
1	3	1	5	5440320
1	2	1	5	5484960
1	1	1	5	5650560
2	90	4	4	3559680
2	89	3	4	3562560
2	88	1	5	3566880
2	87	2	5	3638880
2	86	3	5	3682080
2	85	3	5	3690720
2	84	5	4	3700800
2	83	5	5	3706560
2	82	5	2	3827520
2	81	5	5	3831840
2	80	5	5	4042080
2	79	5	5	4043520
2	78	3	5	4046400
2	77	5	2	4049280
2	75	5	5	4052160
2	76	5	2	4052160
2	74	5	5	4053600
2	73	5	5	4057920
2	71	2	5	4059360
2	72	5	4	4059360
2	70	5	3	4066560
2	69	3	4	4073760
2	68	1	5	4076640
2	66	6	5	4079520
2	67	6	4	4079520
2	65	5	5	4080960
2	64	5	5	4132800
2	63	5	5	4154400
2	62	2	5	4160160
2	61	5	3	4161600
2	60	5	3	4920480
2	59	3	5	5479200
2	56	5	5	5584320
2	58	3	5	5585760
2	57	3	5	5587200
2	55	4	5	5590080
2	54	5	4	5591520
2	53	6	4	5595840
2	52	4	5	5600160
2	51	6	3	5601600
2	50	6	4	5603040
2	49	6	5	5604480
2	48	5	5	5607360
2	47	5	5	5610240
2	46	5	5	5611680
2	45	5	4	5620320
2	44	3	5	5623200
2	43	3	5	5628960
2	42	5	4	5637600
2	41	5	3	5657760
2	40	2	5	5660640
2	39	2	5	5667840
2	38	2	5	5680800
2	37	4	4	5700960
3	113	2	5	5446080
3	114	4	4	5446080
3	115	2	4	5446080
3	112	6	5	5448960
3	111	3	5	5450400
3	110	2	5	5451840
3	109	3	5	5454720
3	108	4	1	5459040
3	107	5	4	5464800
3	106	5	5	5466240
3	105	3	5	5482080
3	104	3	3	5487840
3	103	2	5	5506560
3	102	3	5	5559840
3	101	3	2	5567040
3	100	3	4	5574240
3	99	3	5	5577120
3	98	3	5	5578560
3	97	3	4	5587200
3	96	3	4	5604480
3	95	2	5	5608800
3	94	3	4	5618880
3	93	5	2	5631840
3	92	3	5	5639040
3	91	3	5	5643360
4	121	4	4	5346720
4	120	6	5	5348160
4	116	6	4	5349600
4	119	6	5	5463360
4	118	5	5	5561280
4	117	5	4	5591520
6	305	5	5	4746240
6	306	5	5	4746240
6	307	5	5	4746240
6	308	5	5	4746240
6	301	5	4	4747680
6	302	5	5	4747680
6	303	5	3	4747680
6	304	5	5	4747680
6	297	5	5	4750560
6	298	5	1	4750560
6	299	5	3	4750560
6	300	5	5	4750560
6	295	3	4	4752000
6	296	5	5	4752000
6	294	5	5	4753440
6	292	3	3	4754880
6	293	5	5	4754880
6	291	5	5	4766400
6	290	5	5	4767840
6	288	5	1	4770720
6	289	5	5	4770720
6	278	5	5	4772160
6	285	5	5	4780800
6	286	5	3	4780800
6	287	5	4	4780800
6	79	5	3	4790880
6	284	5	2	4792320
6	282	5	4	4799520
6	283	5	5	4799520
6	279	3	2	4803840
6	280	3	4	4803840
6	281	5	5	4803840
6	276	5	5	4806720
6	277	5	4	4806720
6	275	5	4	4808160
6	273	5	4	4809600
6	274	5	5	4809600
6	271	5	5	4812480
6	272	5	5	4812480
6	270	5	5	4825440
6	269	5	5	4826880
6	268	6	5	4829760
6	267	5	5	4841280
6	266	5	4	4844160
6	265	5	5	4845600
6	264	5	5	4847040
6	262	5	4	4848480
6	263	5	5	4848480
6	260	5	5	4854240
6	261	5	5	4854240
6	259	5	3	4858560
6	258	5	3	4862880
6	256	5	5	4864320
6	257	5	5	4864320
6	254	5	5	4868640
6	255	5	5	4868640
6	253	5	3	4872960
6	252	5	4	4881600
6	251	5	4	4883040
6	249	5	4	4884480
6	250	5	4	4884480
6	248	5	5	4885920
6	247	5	5	4890240
6	246	5	5	4896000
6	245	5	2	4900320
6	244	5	5	4903200
6	243	5	5	4914720
6	242	5	5	4916160
6	241	5	5	4919040
6	240	5	4	4920480
6	239	5	5	4934880
6	238	5	4	4936320
6	237	3	4	4953600
6	236	5	5	4959360
6	235	5	3	4972320
6	233	2	4	4998240
6	234	2	3	4998240
6	232	5	5	5018400
6	231	5	5	5021280
6	230	5	5	5022720
6	229	5	5	5027040
6	228	5	4	5028480
6	227	5	5	5034240
6	226	6	5	5035680
6	225	6	5	5037120
6	224	5	5	5038560
6	223	3	4	5044320
6	222	5	2	5048640
6	221	5	5	5050080
6	220	5	5	5052960
6	219	5	3	5055840
6	218	5	4	5057280
6	217	6	5	5063040
6	216	5	3	5065920
6	215	5	5	5074560
6	214	5	5	5076000
6	213	5	3	5090400
6	212	5	5	5091840
6	211	5	5	5099040
6	210	5	5	5103360
6	208	5	5	5107680
6	209	5	3	5107680
6	207	5	5	5109120
6	206	5	5	5116320
6	205	2	2	5117760
6	204	5	5	5126400
6	203	5	4	5130720
6	202	5	5	5132160
6	201	5	4	5135040
6	200	5	5	5136480
6	199	5	5	5140800
6	198	5	3	5142240
6	197	5	5	5145120
6	196	5	5	5150880
6	195	5	5	5159520
6	194	5	1	5163840
6	193	5	5	5176800
6	192	1	5	5214240
6	191	5	4	5228640
6	190	5	5	5230080
6	189	5	5	5237280
6	188	5	4	5243040
6	187	2	5	5251680
6	186	6	2	5284800
6	185	5	1	5313600
6	184	5	5	5322240
6	183	5	5	5323680
6	182	3	5	5326560
6	181	5	4	5329440
6	180	2	4	5336640
6	179	2	5	5338080
6	167	5	4	5342400
6	178	5	5	5343840
6	177	2	2	5345280
6	174	3	4	5348160
6	175	5	4	5348160
6	176	2	5	5348160
6	148	5	5	5352480
6	173	5	4	5352480
6	172	2	5	5353920
6	171	1	3	5364000
6	169	5	5	5365440
6	170	5	2	5365440
6	168	2	4	5366880
6	166	1	5	5423040
6	165	2	4	5428800
6	164	2	5	5444640
6	163	5	5	5446080
6	162	5	5	5454720
6	161	5	2	5499360
6	160	5	4	5500800
6	159	1	5	5502240
6	158	5	5	5503680
6	157	5	4	5508000
6	156	5	5	5510880
6	155	5	4	5512320
6	153	5	5	5513760
6	154	5	5	5513760
6	152	5	5	5515200
6	151	5	5	5522400
