2	1	4
3	1	6
4	1	8
8	5	5
9	3	19
11	1	3
13	1	15
14	15	85
16	8	41
17	1	14
18	2	18
19	1	12
20	33	31
21	1	9
28	1	41
31	2	2
32	1	7
34	1	8
60	1	13
76	2	0
77	1	0
79	3	5
80	1	13
82	1	1
88	1	12
93	2	1
101	1	0
108	1	2
128	1	0
156	1	16
159	1	28
161	3	1
170	2	1
177	1	1
185	2	0
186	3	30
194	2	3
195	1	20
205	1	4
222	1	0
234	1	1
245	1	0
253	1	2
279	1	0
284	1	0
288	1	0
298	1	1
299	1	2
303	2	13
325	1	1
330	1	0
339	1	2
353	2	6
373	2	4
377	1	28
379	1	5
386	2	8
390	1	14
392	2	31
393	1	4
394	2	9
395	3	18
402	1	12
404	3	4
405	2	39
407	4	10
408	21	12
409	8	76
410	1	20
411	10	9
416	13	70
417	2	3
419	1	5
421	1	10
422	1	16
426	2	59
430	1	4
470	1	3
484	1	4
485	2	1
499	1	0
506	1	4
518	1	0
531	2	12
532	1	0
542	13	15
543	1	0
565	1	0
584	1	1
604	1	0
615	1	6
624	1	0
626	3	2
633	1	2
636	2	1
640	1	2
649	1	0
653	1	1
678	1	0
688	1	0
695	1	0
704	1	1
711	1	1
717	1	1
719	1	8
720	1	0
739	2	5
757	1	0
759	1	1
764	1	4
766	1	5
776	1	1
786	1	0
787	1	2
788	1	2
789	3	6
793	1	8
795	1	0
805	1	0
814	1	0
837	2	2
838	1	2
855	1	1
856	1	31
857	1	2
858	3	11
865	2	1
869	5	4
880	1	0
892	1	4
893	1	1
897	1	4
902	1	4
903	1	9
905	1	0
907	1	0
914	1	0
939	1	5
942	1	2
950	2	5
951	1	1
972	1	0
979	1	0
1021	1	8
1033	1	1
1036	1	2
1041	1	0
1045	1	2
1048	1	1
1057	1	0
1076	1	9
1078	1	9
1095	1	2
1111	1	17
1168	1	1
1169	1	0
1249	1	1
1253	3	16
1258	1	3
1261	1	0
1274	1	1
1284	4	2
1291	1	1
1302	1	9
1310	1	2
1421	1	1
1451	1	0
1459	1	0
1461	1	2
1462	1	3
1471	1	0
1492	1	7
1493	1	14
1497	1	6
1502	1	0
1504	1	2
1513	2	0
1514	1	2
1520	5	3
1529	1	1
1537	1	4
1549	1	0
1553	1	1
1558	2	4
1562	1	0
1567	1	2
1587	2	1
1590	1	4
1591	1	10
1606	5	57
1612	2	27
1613	1	1
1623	1	6
1629	2	0
1638	1	0
1647	1	0
1651	1	0
1654	1	0
1658	1	5
1659	1	0
1677	1	1
1678	1	0
1688	1	2
1707	2	2
1711	1	2
1717	1	3
1720	2	9
1730	1	1
1731	1	1
1736	1	3
1738	1	12
1747	1	10
1758	1	0
1765	1	4
1768	1	0
1770	1	1
1774	1	1
1775	1	0
1778	1	0
1780	1	0
1786	1	1
1793	1	2
1829	1	0
1830	1	0
1836	1	1
1843	1	0
1844	1	0
1845	1	0
1849	1	0
1854	2	0
1885	1	0
1892	1	57
1894	1	27
