2	2.0	175680.0
2	3.0	273600.0
2	3.0	393120.0
2	3.0	730080.0
2	5.0	5484960.0
3	3.0	69120.0
3	2.0	102240.0
3	3.0	544320.0
3	4.0	594720.0
3	5.0	2193120.0
3	4.0	4098240.0
3	5.0	5440320.0
4	5.0	3021120.0
4	5.0	3209760.0
4	5.0	3286080.0
4	5.0	3536640.0
4	5.0	3695040.0
4	5.0	4062240.0
4	1.0	5070240.0
4	5.0	5114880.0
4	5.0	5153760.0
8	4.0	2046240.0
8	1.0	3349440.0
8	1.0	3683520.0
8	4.0	4363200.0
8	2.0	4383360.0
8	2.0	4386240.0
8	4.0	4386240.0
8	1.0	4387680.0
8	3.0	4464000.0
8	3.0	4593600.0
9	5.0	1395360.0
9	5.0	1491840.0
9	5.0	1802880.0
9	5.0	1810080.0
9	5.0	2079360.0
9	5.0	2115360.0
9	2.0	2201760.0
9	5.0	2232000.0
9	3.0	2767680.0
9	3.0	2936160.0
9	4.0	2996640.0
9	4.0	3568320.0
9	4.0	3670560.0
9	5.0	3683520.0
9	3.0	3876480.0
9	5.0	4351680.0
9	2.0	4466880.0
9	4.0	4468320.0
9	5.0	4469760.0
9	2.0	5107680.0
9	4.0	5492160.0
9	3.0	5695200.0
11	3.0	89280.0
11	2.0	290880.0
11	5.0	390240.0
11	5.0	4230720.0
13	5.0	3745440.0
13	5.0	3854880.0
13	5.0	4167360.0
13	5.0	4661280.0
13	4.0	4672800.0
13	4.0	4677120.0
13	4.0	4691520.0
13	4.0	4723200.0
13	5.0	4750560.0
13	5.0	4818240.0
13	2.0	4877280.0
13	4.0	5217120.0
13	5.0	5222880.0
13	5.0	5224320.0
13	3.0	5266080.0
13	3.0	5266080.0
14	2.0	12960.0
14	4.0	40320.0
14	5.0	57600.0
14	4.0	59040.0
14	5.0	59040.0
14	3.0	69120.0
14	2.0	72000.0
14	4.0	73440.0
14	3.0	79200.0
14	5.0	83520.0
14	4.0	89280.0
14	5.0	103680.0
14	5.0	108000.0
14	4.0	108000.0
14	3.0	116640.0
14	5.0	128160.0
14	4.0	136800.0
14	2.0	136800.0
14	2.0	139680.0
14	2.0	162720.0
14	4.0	168480.0
14	5.0	169920.0
14	3.0	177120.0
14	4.0	230400.0
14	5.0	260640.0
14	5.0	263520.0
14	5.0	293760.0
14	4.0	298080.0
14	2.0	302400.0
14	3.0	309600.0
14	5.0	315360.0
14	5.0	341280.0
14	4.0	342720.0
14	5.0	355680.0
14	5.0	368640.0
14	5.0	381600.0
14	5.0	384480.0
14	5.0	391680.0
14	2.0	391680.0
14	1.0	394560.0
14	5.0	394560.0
14	5.0	394560.0
14	4.0	394560.0
14	5.0	394560.0
14	1.0	396000.0
14	5.0	398880.0
14	5.0	400320.0
14	4.0	400320.0
14	1.0	401760.0
14	5.0	406080.0
14	4.0	407520.0
14	5.0	411840.0
14	5.0	411840.0
14	5.0	424800.0
14	4.0	424800.0
14	5.0	429120.0
14	5.0	432000.0
14	2.0	433440.0
14	5.0	433440.0
14	4.0	434880.0
14	5.0	442080.0
14	5.0	443520.0
14	1.0	446400.0
14	1.0	447840.0
14	1.0	455040.0
